"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ARCO","Arcos Dorados Holdings Inc.","6.4","$1.34B","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arco",
"RCUS","Arcus Biosciences, Inc.","13.7","$609.06M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","16.64","$3.93B","2017","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","6.8","$225.07M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.6592","$205.27M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","14.13","$405.51M","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","15.63","$358.9M","2012","n/a","n/a","https://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","23","$5.03B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/ares",
"ARES-A","Ares Management L.P.","26.32","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ares-a",
"AGX","Argan, Inc.","43.15","$671.79M","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"ARGD","Argo Group International Holdings, Ltd.","25.2","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argd",
"ARGO","Argo Group International Holdings, Ltd.","62.15","$2.11B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argo",
"ANET","Arista Networks, Inc.","274.56","$20.54B","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","10.06","$289.05M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/ai",
"AI-B","Arlington Asset Investment Corp","24.01","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ai-b",
"AIC","Arlington Asset Investment Corp","24.101","n/a","2015","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.13","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aiw",
"ARLO","Arlo Technologies, Inc.","14.05","$1.04B","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/arlo",
"AHH","Armada Hoffler Properties, Inc.","14.48","$707.95M","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","22.69","$954.72M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/arr",
"ARR-A","ARMOUR Residential REIT, Inc.","25.67","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr-a",
"ARR-B","ARMOUR Residential REIT, Inc.","25.01","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr-b",
"AFI","Armstrong Flooring, Inc.","18.53","$477.56M","2016","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","70.3","$3.63B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","74.78","$6.53B","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","74.55","$13.61B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","33.1","$2.55B","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","8.93","$172.26M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","70.15","$1.43B","2002","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/abg",
"ASX","ASE Technology Holding Co., Ltd.","4.76","$9.94B","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","79.34","$4.15B","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"AHT","Ashford Hospitality Trust Inc","6.32","$623.23M","2003","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aht",
"AHT-D","Ashford Hospitality Trust Inc","26.31","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht-d",
"AHT-F","Ashford Hospitality Trust Inc","24.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht-f",
"AHT-G","Ashford Hospitality Trust Inc","24.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht-g",
"AHT-H","Ashford Hospitality Trust Inc","24.604","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht-h",
"AHT-I","Ashford Hospitality Trust Inc","24.27","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht-i",
"ASH","Ashland Global Holdings Inc.","85.98","$5.37B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","13.51","$139.75M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/apb",
"ASPN","Aspen Aerogels, Inc.","4.4","$105.34M","2014","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","41.75","$2.49B","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ahl",
"AHL-C","Aspen Insurance Holdings Limited","25.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl-c",
"AHL-D","Aspen Insurance Holdings Limited","23.8031","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl-d",
"ASB","Associated Banc-Corp","26.85","$4.62B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asb",
"ASB-C","Associated Banc-Corp","25.5277","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb-c",
"ASB-D","Associated Banc-Corp","23.7927","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb-d",
"AC","Associated Capital Group, Inc.","39.75","$913.91M","2015","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","103.89","$6.49B","2004","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aiz",
"AIZP","Assurant, Inc.","110.3101","n/a","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aizp",
"AGO","Assured Guaranty Ltd.","42.33","$4.59B","2004","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ago",
"AGO-B","Assured Guaranty Ltd.","25.7899","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago-b",
"AGO-E","Assured Guaranty Ltd.","25.2979","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago-e",
"AGO-F","Assured Guaranty Ltd.","25.09","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago-f",
"AZN","Astrazeneca PLC","38.69","$98.02B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","30.93","$1.96B","2016","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","33.76","$245.17B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","24.82","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbb",
"TBC","AT&T Inc.","24.72","n/a","2018","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbc",
"ATTO","Atento S.A.","7.85","$580.19M","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","51.56","$10.3B","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","25.72","$1.18B","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.15","$240.08M","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","93.5","$10.4B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ato",
"AUO","AU Optronics Corp","4.18","$4.02B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","80.08","$9.38B","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","87.4","$7.62B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","42.53","$3.82B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","772.8","$19.89B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/azo",
"AVLR","Avalara, Inc.","38.59","$2.57B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avlr",
"AVB","AvalonBay Communities, Inc.","181.14","$25.04B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","47.55","$14.69B","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/agr",
"AVNS","Avanos Medical, Inc.","69.31","$3.28B","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/avns",
"AVYA","Avaya Holdings Corp.","21.72","$2.39B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/avya",
"AVY","Avery Dennison Corporation","110.07","$9.62B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","5.7","$710.35M","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","50.59","$3.32B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AVP","Avon Products, Inc.","2.11","$933.35M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","18.59","$3.14B","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/avx",
"EQH","AXA Equitable Holdings, Inc.","21.85","$12.26B","2018","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/eqh",
"AXTA","Axalta Coating Systems Ltd.","29.67","$7.14B","2014","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","57.28","$4.79B","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/axs",
"AXS-D","Axis Capital Holdings Limited","23.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs-d",
"AXS-E","Axis Capital Holdings Limited","24.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs-e",
"AZUL","Azul S.A.","17.36","$1.96B","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","15.3","$398.16M","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","51.7","$1.35B","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","29.2","$1.93B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bgs",
"BW","Babcock","1","$168.68M","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","19.46","$390.33M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","53.25","$1.55B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",
"BHGE","Baker Hughes, a GE company","33.47","$36.8B","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",
"BBN","BalckRock Taxable Municipal Bond Trust","21.06","$1.2B","2010","n/a","n/a","https://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","44.22","$15.21B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","19.3","$977.71M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banc",
"BANC-D","Banc of California, Inc.","26.08","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc-d",
"BANC-E","Banc of California, Inc.","25.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc-e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","6.59","$43.94B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","6.97","$46.65B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","6.2","$41.5B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","90.1","$15.61B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","21.4","$848.25M","1992","Finance","Commercial Banks","https://www.nasdaq.com/symbol/blx",
"BSMX","Banco Santander (Mexico), S.A., Institucion de Ban","7.6","$10.32B","2012","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsmx",
"BSBR","Banco Santander Brasil SA","8.72","$65.19B","2009","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","32.37","$15.25B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","5.32","$85.84B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/san",
"SAN-B","Banco Santander, S.A.","23.26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/san-b",
"CIB","BanColombia S.A.","42.05","$10.11B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","33.6","$3.32B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","30.67","$306.27B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac",
"BAC.WS.A","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac.ws.a",
"BAC.WS.B","Bank of America Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac.ws.b",
"BAC-A","Bank of America Corporation","26.09","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-a",
"BAC-B","Bank of America Corporation","25.64","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-b",
"BAC-C","Bank of America Corporation","26.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-c",
"BAC-E","Bank of America Corporation","24.29","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-e",
"BAC-K","Bank of America Corporation","25.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-k",
"BAC-L","Bank of America Corporation","1290.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac-l",
"BAC-W","Bank of America Corporation","25.99","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac-w",
"BAC-Y","Bank of America Corporation","26.28","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac-y",
"BML-G","Bank of America Corporation","22.186","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml-g",
"BML-H","Bank of America Corporation","22.17","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml-h",
"BML-J","Bank of America Corporation","24.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml-j",
"BML-L","Bank of America Corporation","23.81","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bml-l",
"BOH","Bank of Hawaii Corporation","80.64","$3.39B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","83.44","$53.4B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","51.73","$2.85B","2016","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ntb",
"BK","Bank Of New York Mellon Corporation (The)","52.31","$52.31B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bk",
"BK-C","Bank Of New York Mellon Corporation (The)","24.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bk-c",
"BNS","Bank of Nova Scotia (The)","59.69","$73.52B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bns",
"BKU","BankUnited, Inc.","36.4","$3.83B","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bku",
"BCS","Barclays PLC","9.36","$40.07B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bcs",
"BCS-D","Barclays PLC","26.07","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bcs-d",
"BBDC","Barings BDC, Inc.","10.07","$516.43M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbdc",
"MCI","Barings Corporate Investors","15.32","$306.57M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mci",
"MPV","Barings Participation Investors","14.9499","$156.88M","1988","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/mpv",
"BNED","Barnes & Noble Education, Inc","5.44","$255.23M","2015","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bned",
"BKS","Barnes & Noble, Inc.","5.6","$408.9M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bks",
"B","Barnes Group, Inc.","71.88","$3.68B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/b",
"ABX","Barrick Gold Corporation","11.18","$13.05B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/abx",
"BAS","Basic Energy Services, Inc.","10.45","$276.62M","2005","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/bas",
"BHC","Bausch Health Companies Inc.","24.78","$8.66B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhc",
